# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 09:31:27 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
#
pl_name,pl_radj,pl_bmassj,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,st_spectype,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag
HD 191939 d,0.267,0.00881,0.570000,0.031000,540,89.490,G9 V,53.6089000,9.7200000,8.9700000,7.5970000,7.2150000,7.1800000,7.0400000,7.1780000,7.1780000,7.0990000,8.7747600,8.2929000
HD 191939 e,1.160,0.35302,0.281000,0.031000,390,88.700,G9 V,53.6089000,9.7200000,8.9700000,7.5970000,7.2150000,7.1800000,7.0400000,7.1780000,7.1780000,7.0990000,8.7747600,8.2929000
HD 191939 f,1.190,2.07659,1.510000,0.000000,125,,G9 V,53.6089000,9.7200000,8.9700000,7.5970000,7.2150000,7.1800000,7.0400000,7.1780000,7.1780000,7.0990000,8.7747600,8.2929000
HD 191939 g,0.334,0.04248,1.420000,0.030000,278,,G9 V,53.6089000,9.7200000,8.9700000,7.5970000,7.2150000,7.1800000,7.0400000,7.1780000,7.1780000,7.0990000,8.7747600,8.2929000
HD 192263 b,1.260,0.56000,0.342000,0.050000,486,,K2 V,19.6359000,8.7250000,7.7900000,6.1150000,5.6850000,5.5370000,5.5120000,5.4330000,5.5410000,5.4970000,7.4955800,6.9161000
HD 192310 b,0.381,0.05320,1.190000,0.130000,355,90.000,K3V,8.7968700,6.6290000,5.7300000,4.1120000,3.5820000,3.5010000,3.6840000,3.2050000,3.5870000,3.6450000,5.4766100,4.9266000
HD 192310 c,0.469,0.07600,0.911000,0.320000,185,90.000,K3V,8.7968700,6.6290000,5.7300000,4.1120000,3.5820000,3.5010000,3.6840000,3.2050000,3.5870000,3.6450000,5.4766100,4.9266000
HD 192699 b,1.190,2.09600,1.520000,0.082000,,,G8 IV,71.8627000,7.3140000,6.4559100,4.9030000,4.3600000,4.3660000,4.2750000,4.0260000,4.3380000,4.2650000,6.2108500,5.6634000
HD 194490 b,1.110,11.20700,10.300000,0.251000,,57.990,,80.2349000,9.6200000,8.9900000,7.8620000,7.5470000,7.5330000,7.4270000,7.4940000,7.4770000,7.2870000,8.8273100,8.4083000
HD 195019 b,1.160,3.98000,3.160000,0.010000,,,G3 IV-V,37.6681000,7.5560000,6.8759100,5.6040000,5.3250000,5.2560000,5.1620000,5.0110000,5.2120000,5.1850000,6.7291100,6.2978000
HD 196050 b,1.150,4.70000,3.820000,0.200000,,42.000,G3 V,50.6742000,8.0400000,7.5000000,6.3780000,6.1180000,6.0340000,5.8360000,5.8030000,6.0210000,5.9620000,7.3407000,6.9188000
HD 196067 b,1.100,12.50000,11.700000,0.660000,,41.200,G1 V,39.9346000,7.0580000,6.5100000,5.4170000,5.2070000,5.0800000,4.6550000,4.8730000,4.9830000,4.8410000,6.3300900,5.9262000
HD 19615 b,1.120,8.50000,7.420000,0.200000,,,K0,265.1550000,8.0280000,6.5559400,4.2080000,3.4060000,3.0620000,2.1680000,2.8370000,2.9490000,2.8950000,6.0201200,5.1789300
HD 196885 A b,1.180,2.58000,1.960000,0.480000,,,F8 V,34.1692000,6.9230000,6.3967700,5.4140000,5.1900000,5.0720000,5.0630000,4.9170000,5.1000000,5.0290000,6.2614100,5.8952000
HD 197037 b,1.240,0.79000,0.514000,0.220000,,,F7 V,33.1944000,7.3110000,6.8229400,5.7720000,5.5680000,5.4880000,5.5060000,5.3250000,5.5910000,5.2010000,6.6710600,6.3113000
HD 199509 b,0.663,0.13600,0.579000,0.373000,,,G3V,24.3056000,7.7150000,6.9800000,5.8160000,5.5260000,5.4250000,5.5360000,5.2140000,5.4180000,5.3720000,6.8170000,6.3946000
HD 19994 b,1.210,1.37000,0.951000,0.063000,,,F8 V,22.5242000,5.6320000,5.0634500,4.1740000,3.7680000,3.7480000,3.7190000,3.4910000,3.6900000,3.6470000,4.9303800,4.5599000
HD 20003 b,0.306,0.03670,1.590000,0.360000,,,G8 V,41.8316000,9.0320000,8.3900000,7.0870000,6.7640000,6.6470000,6.6160000,6.6060000,6.6440000,6.5970000,8.1918400,7.7153000
HD 20003 c,0.347,0.04540,1.350000,0.100000,,,G8 V,41.8316000,9.0320000,8.3900000,7.0870000,6.7640000,6.6470000,6.6160000,6.6060000,6.6440000,6.5970000,8.1918400,7.7153000
HD 200964 b,1.210,1.59900,1.140000,0.087000,,,G8 IV,72.5922000,7.3780000,6.4860500,4.8020000,4.4590000,4.2860000,4.3030000,3.8390000,4.3130000,4.2320000,6.2372300,5.6824000
HD 200964 c,1.220,1.21400,0.825000,0.243000,,,G8 IV,72.5922000,7.3780000,6.4860500,4.8020000,4.4590000,4.2860000,4.3030000,3.8390000,4.3130000,4.2320000,6.2372300,5.6824000
HD 202206 c,1.080,17.90000,17.200000,0.220000,,7.700,G6 V,45.9665000,8.7910000,8.0800000,6.8500000,6.5670000,6.4850000,6.3950000,6.3990000,6.5080000,6.3720000,7.9105100,7.4589000
HD 202696 b,,1.99600,,0.011000,,90.000,K0 III-IV,188.5460000,8.9270000,8.2300000,6.4890000,5.9930000,5.8770000,6.0110000,5.8350000,5.8750000,5.7860000,7.9592900,7.3632300
HD 202696 c,,1.86400,,0.028000,,90.000,K0 III-IV,188.5460000,8.9270000,8.2300000,6.4890000,5.9930000,5.8770000,6.0110000,5.8350000,5.8750000,5.7860000,7.9592900,7.3632300
HD 202772 A b,1.545,1.01700,0.343000,0.038000,2132,84.510,,161.4980000,8.8470000,8.3240000,7.2320000,7.0480000,6.9590000,6.8820000,6.9400000,6.9450000,7.1200000,8.2268800,7.8759800
HD 203030 b,1.290,11.00000,6.350000,,1040,,G8 V,39.2503000,9.0900000,8.4500000,7.0680000,6.7370000,6.6530000,6.6580000,6.6270000,6.6550000,6.6110000,8.2466300,7.7663000
HD 20329 b,0.153,0.02335,8.060000,0.000000,2141,76.010,,63.6796000,9.4300000,8.7600000,7.4920000,7.2080000,7.1160000,7.0540000,7.1050000,7.1200000,7.1110000,8.5908900,8.1359000
HD 203387 b,1.170,3.48000,2.700000,0.732000,,,,61.7477000,5.1730000,4.2800000,2.6680000,2.2190000,2.2060000,0.4740000,0.4690000,2.2620000,2.1920000,4.0553400,3.5061000
HD 203387 c,1.130,7.48500,6.530000,0.202000,,158.462,,61.7477000,5.1730000,4.2800000,2.6680000,2.2190000,2.2060000,0.4740000,0.4690000,2.2620000,2.1920000,4.0553400,3.5061000
HD 2039 b,1.140,6.29000,5.360000,0.710000,,,G2/G3 IV/V,85.6922000,9.8060000,9.0000000,7.9120000,7.6520000,7.5490000,7.4730000,7.5790000,7.5520000,7.4080000,8.8597400,8.4430000
HD 204313 b,1.150,4.61500,3.750000,0.100000,,72.917,G5 V,47.7945000,8.5860000,7.9900000,6.8120000,6.5390000,6.4590000,6.4500000,6.4300000,6.4330000,6.4020000,7.8324600,7.3914000
HD 204313 c,0.385,0.05400,1.180000,0.059000,,,G5 V,47.7945000,8.5860000,7.9900000,6.8120000,6.5390000,6.4590000,6.4500000,6.4300000,6.4330000,6.4020000,7.8324600,7.3914000
HD 204313 e,1.090,15.31700,14.700000,0.253000,,176.092,G5 V,47.7945000,8.5860000,7.9900000,6.8120000,6.5390000,6.4590000,6.4500000,6.4300000,6.4330000,6.4020000,7.8324600,7.3914000
HD 204941 b,0.903,0.23000,0.390000,0.370000,,,K1/2V,28.7165000,9.2530000,8.4500000,6.8950000,6.4750000,6.3570000,6.2930000,6.2380000,6.3420000,6.3520000,8.1909200,7.6389000
HD 205158 b,1.240,0.39200,0.255000,0.145000,,,,86.6159000,8.4300000,7.8400000,6.7970000,6.5060000,6.4570000,6.4110000,6.3720000,6.4420000,6.3170000,7.7193400,7.3253000
HD 205739 b,1.210,1.37000,0.951000,0.270000,,,F7 V,92.5087000,9.0900000,8.5600000,7.5850000,7.3500000,7.2990000,7.1930000,7.2840000,7.2880000,7.2270000,8.4199100,8.0553000
HD 206255 b,0.577,0.10760,0.694000,0.230000,,,G5 IV/V,75.2363000,8.3280000,7.6200000,6.3790000,6.0700000,5.9790000,6.0180000,5.8920000,5.9840000,5.9820000,7.4484900,6.9928000
HD 206610 b,1.190,2.03600,1.480000,0.100000,,,K0 III,147.1920000,9.3780000,8.3400000,6.5790000,6.1110000,5.9520000,6.0060000,5.9130000,5.9600000,5.9510000,8.0650600,7.4641700
HD 206893 b,1.250,28.00000,17.800000,0.140000,1429,146.800,F5 V,40.7583000,7.1080000,6.6880400,5.8690000,5.6870000,5.5930000,5.5730000,5.4520000,5.6290000,5.4810000,6.5678300,6.2566000
HD 206893 c,1.460,12.70000,5.060000,0.410000,1182,150.900,F5 V,40.7583000,7.1080000,6.6880400,5.8690000,5.6870000,5.5930000,5.5730000,5.4520000,5.6290000,5.4810000,6.5678300,6.2566000
HD 207496 b,0.201,0.01919,3.170000,0.231000,743,88.790,K2.5 V,23.6060000,9.1670000,8.2300000,6.5700000,6.0850000,5.9670000,,,,,7.9725500,7.3661000
HD 20781 b,0.108,0.00610,5.990000,0.100000,,,K0 V,35.9715000,9.2390000,8.4800000,7.0450000,6.6420000,6.5530000,,,,,8.2372000,7.7242000
HD 20781 c,0.193,0.01680,2.870000,0.090000,,,K0 V,35.9715000,9.2390000,8.4800000,7.0450000,6.6420000,6.5530000,,,,,8.2372000,7.7242000
HD 20781 d,0.290,0.03340,1.700000,0.110000,,,K0 V,35.9715000,9.2390000,8.4800000,7.0450000,6.6420000,6.5530000,,,,,8.2372000,7.7242000
HD 20781 e,0.342,0.04420,1.370000,0.060000,,,K0 V,35.9715000,9.2390000,8.4800000,7.0450000,6.6420000,6.5530000,,,,,8.2372000,7.7242000
HD 20782 b,1.210,1.48780,1.030000,0.950000,,,G1.5 V,35.9864000,7.9630000,7.3600000,6.2290000,5.9560000,5.8270000,5.8230000,5.7120000,5.8140000,5.7610000,7.1928300,6.7634000
HD 207832 b,1.260,0.56000,0.342000,0.197000,,,G5 V,58.9291000,9.4740000,8.7800000,7.5870000,7.2970000,7.2070000,7.0620000,7.1800000,7.1920000,7.1130000,8.6117600,8.1682000
HD 207832 c,1.250,0.73000,0.465000,0.270000,,,G5 V,58.9291000,9.4740000,8.7800000,7.5870000,7.2970000,7.2070000,7.0620000,7.1800000,7.1920000,7.1130000,8.6117600,8.1682000
HD 207897 b,0.223,0.04531,5.050000,0.047000,632,88.757,K0 V,28.2938000,9.2640000,8.3700000,6.8300000,6.3910000,6.3120000,,,,,8.1303700,7.5825000
HD 20794 b,0.129,0.00850,4.870000,0.000000,660,90.000,G8 V,6.0027800,4.9660000,4.2600000,3.0320000,2.7090000,2.6360000,,,,,4.0663500,3.5843000
HD 20794 c,0.121,0.00760,5.360000,0.000000,508,90.000,G8 V,6.0027800,4.9660000,4.2600000,3.0320000,2.7090000,2.6360000,,,,,4.0663500,3.5843000
HD 20794 d,0.182,0.01500,3.110000,0.000000,388,90.000,G8 V,6.0027800,4.9660000,4.2600000,3.0320000,2.7090000,2.6360000,,,,,4.0663500,3.5843000
HD 20794 e,0.181,0.01501,3.130000,0.290000,,,G8,6.0027800,4.9660000,4.2600000,3.0320000,2.7090000,2.6360000,,,,,4.0663500,3.5843000
HD 208487 b,1.270,0.52000,0.317000,0.240000,,,G2 V,45.1470000,8.0230000,7.4700000,6.4770000,6.2130000,6.1590000,6.1440000,6.0050000,6.1460000,6.0880000,7.3316400,6.9489000
HD 208527 b,1.110,9.90000,8.850000,0.080000,,,M1 III,312.2020000,8.1300000,6.3898400,3.3280000,2.5370000,2.2240000,0.2750000,0.3710000,2.1030000,2.0140000,5.6160700,4.6817100
HD 20868 b,1.220,1.25000,0.849000,0.750000,,,K3/4 IV,47.7223000,10.9350000,9.9200000,8.1380000,7.6410000,7.5430000,7.4070000,7.5270000,7.4640000,7.4970000,9.6132300,8.9857000
HD 208897 b,1.220,1.19400,0.811000,0.020000,,,K0,67.4872000,7.5230000,6.5082100,4.7400000,4.3900000,4.1980000,4.1410000,3.8920000,4.1880000,4.1680000,6.2373900,5.6514000
HD 209458 b,1.390,0.73000,0.362000,0.000000,1459,86.710,G0 V,48.3016000,8.1680000,7.6500000,6.5910000,6.3660000,6.3080000,6.3080000,6.1910000,6.3200000,6.2650000,7.5086600,7.1274000
HD 210193 b,1.270,0.48170,0.288000,0.240000,,,G3 V,42.2029000,8.4880000,7.8300000,6.6740000,6.3900000,6.3100000,6.2880000,6.2130000,6.3240000,6.2210000,7.6687000,7.2405000
HD 210277 b,1.220,1.29000,0.896000,0.480000,,,G0 V,21.2985000,7.2960000,6.5434800,5.2750000,4.9570000,4.7990000,4.7810000,4.5030000,4.8370000,4.8010000,6.3470100,5.8686000
HD 210702 b,1.210,1.51500,1.050000,0.071000,,,K1 IV,54.1963000,6.8950000,5.9302200,4.5080000,3.9950000,3.9840000,3.7130000,3.4000000,3.6960000,3.6100000,5.6807000,5.1150000
HD 211403 b,1.140,5.54000,4.610000,0.084000,380,,F7 V,83.0919000,8.8280000,8.4800000,7.5380000,7.3090000,7.2440000,7.1220000,7.2130000,7.2350000,7.4050000,8.3486500,7.9844000
HD 211810 b,1.250,0.67000,0.426000,0.680000,,,G5,64.6353000,9.3090000,8.5900000,7.3390000,7.0200000,6.9690000,6.8910000,6.9550000,6.9750000,7.2030000,8.4178310,7.9634000
HD 211970 b,0.327,0.04090,1.460000,0.150000,,,K7 V,13.1277000,10.4020000,10.2400000,6.4620000,5.8420000,5.6630000,5.6180000,5.4220000,5.5040000,5.4610000,8.4044400,7.6014000
HD 212301 b,1.270,0.51000,0.311000,0.000000,,,F8 V,54.2304000,8.3140000,7.7600000,6.7650000,6.5220000,6.4660000,6.4440000,6.3620000,6.4380000,6.3750000,7.6349500,7.2644000
HD 212771 b,1.180,2.39000,1.770000,0.076000,,,G8 IV,111.1550000,8.4790000,7.6000000,6.0250000,5.5780000,5.4960000,5.4870000,5.2740000,5.4250000,5.3560000,7.3520800,6.7995100
HD 213240 b,1.140,5.21000,4.340000,0.420000,,63.000,G0/1 V,40.8707000,7.4250000,6.8100000,5.7080000,5.4820000,5.3540000,5.3380000,5.2160000,5.3880000,5.3360000,6.6576100,6.2492000
HD 213472 b,1.170,3.50000,2.720000,0.530000,,,,64.4527000,8.6630000,8.1700000,6.9350000,6.6550000,6.6090000,6.5490000,6.5430000,6.5980000,6.5480000,8.0118900,7.5694000
HD 213519 b,0.267,0.02900,1.890000,0.413000,,,,41.0014000,8.3210000,7.6800000,6.4700000,6.2030000,6.1400000,6.1250000,6.0330000,6.1490000,6.1170000,7.5162500,7.0910000
HD 213885 b,0.156,0.02778,9.150000,0.000000,2128,80.090,G,48.0883000,8.4950000,7.9500000,6.8060000,6.5010000,6.4190000,6.3700000,6.2810000,6.3700000,6.2680000,7.8017300,7.3840000
HD 213885 c,0.420,0.06277,1.050000,0.000000,1265,,G,48.0883000,8.4950000,7.9500000,6.8060000,6.5010000,6.4190000,6.3700000,6.2810000,6.3700000,6.2680000,7.8017300,7.3840000
HD 21411 b,0.850,0.20734,0.420000,0.400000,,,G8 V,29.1328000,8.6420000,7.8800000,6.5730000,6.2380000,6.1310000,6.1400000,6.0830000,6.1290000,6.0610000,7.6818300,7.2099000
HD 214823 b,1.080,18.61000,18.300000,0.161000,,99.510,G0,101.3680000,8.6290000,8.0600000,6.9520000,6.6970000,6.6400000,6.4790000,6.4970000,6.6140000,6.5300000,7.9158900,7.5144200
HD 215152 b,0.106,0.00572,5.930000,0.000000,,,K3 V,21.5974000,9.0940000,8.1100000,6.3530000,5.8950000,5.7750000,,,,,7.8016300,7.2040000
HD 215152 c,0.105,0.00541,5.900000,0.000000,,,K3 V,21.5974000,9.0940000,8.1100000,6.3530000,5.8950000,5.7750000,,,,,7.8016300,7.2040000
HD 215152 d,0.132,0.00881,4.750000,0.000000,,,K3 V,21.5974000,9.0940000,8.1100000,6.3530000,5.8950000,5.7750000,,,,,7.8016300,7.2040000
HD 215152 e,0.134,0.00905,4.590000,0.000000,,,K3 V,21.5974000,9.0940000,8.1100000,6.3530000,5.8950000,5.7750000,,,,,7.8016300,7.2040000
HD 215497 b,0.214,0.02000,2.530000,0.160000,,,K3 V,40.5468000,9.9180000,8.9600000,7.3390000,6.9170000,6.7840000,6.7330000,6.7900000,6.7860000,6.7080000,8.6860500,8.1115000
HD 215497 c,1.160,0.35000,0.278000,0.470000,,90.000,K3 V,40.5468000,9.9180000,8.9600000,7.3390000,6.9170000,6.7840000,6.7330000,6.7900000,6.7860000,6.7080000,8.6860500,8.1115000
HD 216435 b,1.220,1.26000,0.856000,0.070000,,,G0 V,32.9834000,6.6340000,6.0300000,5.0080000,4.6870000,4.6120000,4.5890000,4.3400000,4.6270000,4.5660000,5.8835700,5.4746000
HD 216437 b,1.160,4.20000,3.340000,0.310000,,148.000,G1 V,26.6902000,6.7100000,6.0400000,5.0440000,4.9230000,4.5180000,4.5250000,4.2510000,4.5570000,4.5270000,5.8939700,5.4684000
HD 216520 b,0.284,0.03228,1.750000,0.090000,,,K2,19.5520000,8.4080000,7.5300000,5.9510000,5.5240000,5.4490000,5.4710000,5.3000000,5.4250000,5.4030000,7.2789600,6.7382000
HD 216520 c,0.271,0.02970,1.860000,0.120000,,,K2,19.5520000,8.4080000,7.5300000,5.9510000,5.5240000,5.4490000,5.4710000,5.3000000,5.4250000,5.4030000,7.2789600,6.7382000
HD 216536 b,1.230,1.05000,0.698000,0.380000,,,K0,376.2330000,10.4180000,9.2290000,7.1720000,6.6360000,6.4960000,6.4140000,6.4700000,6.4270000,6.3640000,8.8832400,8.2023000
HD 216770 b,1.260,0.57000,0.355000,0.370000,,,G9 V CN+1,36.6625000,8.9380000,8.1100000,6.7520000,6.4290000,6.3110000,6.2360000,6.2700000,6.3210000,6.2670000,7.9163800,7.4176000
HD 21693 b,0.250,0.02590,2.060000,0.120000,,,G8 V,33.2550000,8.7150000,7.9500000,6.6070000,6.2880000,6.1930000,6.1470000,6.0590000,6.1860000,6.1540000,7.7570100,7.2742000
HD 21693 c,0.387,0.05470,1.170000,0.070000,,,G8 V,33.2550000,8.7150000,7.9500000,6.6070000,6.2880000,6.1930000,6.1470000,6.0590000,6.1860000,6.1540000,7.7570100,7.2742000
HD 217107 b,1.220,1.30000,0.903000,0.130000,,,G8 IV,20.0619000,6.8950000,6.1550000,4.9490000,4.7650000,4.5360000,4.2430000,4.2910000,4.5280000,4.5100000,5.9640100,5.4989000
HD 217107 c,1.180,2.60000,1.970000,0.517000,,,G8 IV,20.0619000,6.8950000,6.1550000,4.9490000,4.7650000,4.5360000,4.2430000,4.2910000,4.5280000,4.5100000,5.9640100,5.4989000
HD 21749 c,0.080,0.01164,31.930000,,701,88.900,K4.5,16.3200000,9.2140000,8.0800000,6.0810000,5.5240000,5.3750000,,,,,7.6790600,6.9934000
HD 217786 b,1.100,13.85200,13.000000,0.311000,,69.767,F8 V,55.4847000,8.2850000,7.7800000,6.6850000,6.4160000,6.3520000,6.3250000,6.2630000,6.3620000,6.3150000,7.6357300,7.2369000
HD 217786 c,0.233,0.02300,2.260000,0.399000,,,F8 V,55.4847000,8.2850000,7.7800000,6.6850000,6.4160000,6.3520000,6.3250000,6.2630000,6.3620000,6.3150000,7.6357300,7.2369000
HD 217958 b,1.270,0.52400,0.320000,0.156000,,91.357,,61.7957000,8.6560000,8.0500000,6.8750000,6.5900000,6.5130000,6.5030000,6.4690000,6.5240000,6.4620000,7.8950100,7.4701000
HD 218566 b,0.832,0.20000,0.431000,0.300000,,,K3V,28.8274000,9.6100000,8.6000000,6.8240000,6.3440000,6.2230000,6.2150000,6.1670000,6.2380000,6.2350000,8.2743200,7.6635000
HD 219077 b,1.110,9.62000,8.600000,0.768000,,90.178,G8 V+,29.1864000,6.9010000,6.1200000,4.6400000,4.1240000,4.2870000,4.2130000,3.9150000,4.2320000,4.1930000,5.9159700,5.4148000
HD 219134 b,0.143,0.01491,6.340000,0.000000,1015,85.050,K3 V,6.5312700,6.5850000,5.5691100,3.9810000,3.4690000,3.2610000,,,,,5.2402000,4.6278000
HD 219134 c,0.135,0.01372,6.950000,0.062000,782,87.280,K3 V,6.5312700,6.5850000,5.5691100,3.9810000,3.4690000,3.2610000,,,,,5.2402000,4.6278000
HD 219134 d,0.144,0.05088,,0.138000,410,,K3 V,6.5312700,6.5850000,5.5691100,3.9810000,3.4690000,3.2610000,,,,,5.2402000,4.6278000
HD 219134 f,0.117,0.02297,,0.148000,523,,K3 V,6.5312700,6.5850000,5.5691100,3.9810000,3.4690000,3.2610000,,,,,5.2402000,4.6278000
HD 219134 g,0.293,0.03400,1.680000,0.000000,,,K3 V,6.5312700,6.5850000,5.5691100,3.9810000,3.4690000,3.2610000,,,,,5.2402000,4.6278000
HD 219134 h,1.140,0.34000,0.290000,0.060000,,,K3 V,6.5312700,6.5850000,5.5691100,3.9810000,3.4690000,3.2610000,,,,,5.2402000,4.6278000
HD 219139 b,1.240,0.78000,0.496000,0.110000,,,G5 III,104.9350000,6.8520000,5.8486300,4.0550000,3.4970000,3.3920000,2.5380000,3.1890000,3.4720000,3.4280000,5.5776200,4.9816500
HD 219415 b,1.230,1.00000,0.665000,0.400000,,,K0 III,165.1840000,9.9030000,8.9090000,7.0230000,6.5320000,6.4210000,6.3600000,6.3790000,6.3940000,6.2880000,8.5974500,7.9804500
HD 219666 b,0.378,0.05223,0.870000,0.000000,838,88.938,G5 V,94.1719000,10.5960000,9.8090000,8.5570000,8.2540000,8.1580000,8.0800000,8.1380000,8.1000000,8.2500000,9.6495600,9.1790000
HD 219828 b,0.409,0.06000,1.080000,0.091000,,,G0 IV,73.1140000,8.6600000,8.0400000,6.8710000,6.6140000,6.5300000,6.4590000,6.4780000,6.5440000,6.4480000,7.8833800,7.4597000
HD 219828 c,1.090,16.05400,15.400000,0.811000,,122.816,G0 IV,73.1140000,8.6600000,8.0400000,6.8710000,6.6140000,6.5300000,6.4590000,6.4780000,6.5440000,6.4480000,7.8833800,7.4597000
HD 220074 b,1.090,16.64000,16.000000,0.140000,,,M2 III,324.5400000,8.1090000,6.4060700,3.1820000,2.3730000,2.0060000,0.3990000,0.7540000,2.1680000,2.0300000,5.6273700,4.6872300
HD 220197 b,0.832,0.20000,0.431000,0.187000,,,G5,64.4110000,9.5180000,8.9200000,7.6980000,7.3620000,7.3490000,7.1940000,7.3150000,7.3120000,7.2090000,8.7448100,8.3161000
HD 220689 b,1.220,1.20000,0.815000,0.054000,,71.000,G3 V,46.8778000,8.3560000,7.7400000,6.6530000,6.4070000,6.3260000,6.2960000,6.2340000,6.3240000,6.2610000,7.5943800,7.1869000
HD 220773 b,1.210,1.45000,1.010000,0.510000,,,F9,50.5103000,7.8030000,7.1083100,6.0010000,5.7120000,5.6510000,5.7100000,5.5680000,5.6670000,5.6810000,6.9459500,6.5391000
HD 220842 b,1.170,3.18000,2.470000,0.404000,,,F8,64.6498000,8.5730000,7.9800000,6.8470000,6.6270000,6.5550000,6.4820000,6.4800000,6.5320000,6.5460000,7.8339800,7.4314000
HD 221287 b,1.170,3.09000,2.400000,0.080000,,,F7 V,55.9231000,8.2700010,7.8200000,6.8430000,6.6160000,6.5690000,6.5040000,6.4990000,6.5650000,6.5750000,7.6815300,7.3264000
HD 221416 b,0.836,0.19000,0.431000,0.115000,789,85.750,K0 IV/V,95.5483000,9.0020000,8.1500000,6.5680000,6.1490000,6.0430000,6.0170000,5.9380000,6.0200000,5.9220000,7.9077600,7.3566000
HD 221420 b,1.070,22.00000,22.200000,0.120000,,14.000,G1 V,31.1415000,6.4890000,5.8200000,4.9970000,4.5270000,4.3060000,4.3670000,3.8090000,4.2040000,4.2830000,5.6586200,5.2241000
HD 221585 b,1.210,1.61000,1.140000,0.123000,,,G8 IV,55.8535000,8.2000000,7.4570000,6.1570000,5.8410000,5.7810000,,,,,7.2812800,6.8058000
HD 222076 b,1.210,1.56000,1.110000,0.080000,,,K0 III,91.1538000,8.5230000,7.4700000,5.7520000,5.2970000,5.1270000,5.0680000,4.9430000,5.0800000,5.0190000,7.1875500,6.5890000
HD 222155 b,1.200,1.83000,1.330000,0.160000,,68.000,G2 V,50.6078000,7.7590000,7.1171600,5.8850000,5.5790000,5.5100000,5.4600000,5.3660000,5.5070000,5.4630000,6.9356300,6.4973000
HD 222582 b,1.120,8.37000,7.310000,0.730000,,,G5 V,42.1586000,8.2860000,7.6800000,6.5220000,6.2430000,6.1730000,6.1140000,5.9980000,6.1550000,6.0540000,7.5188900,7.0885000
HD 224538 b,1.130,6.53100,5.570000,0.476000,,91.125,F8/G0 IV/V,79.0608000,8.6490000,8.0600000,7.0410000,6.8310000,6.7600000,6.6770000,6.7310000,6.7530000,6.6970000,7.9219200,7.5402000
HD 224693 b,1.250,0.70000,0.446000,0.104000,,,G2 V,93.5015000,8.8510000,8.2300000,7.1360000,6.8820000,6.8080000,6.7120000,6.7640000,6.7810000,6.5670000,8.0852800,7.6726000
HD 22496 b,0.198,0.01753,2.800000,,573,,K5/M0V,13.5956000,10.0620000,8.5700000,6.1220000,5.4930000,5.3380000,,,,,8.0194500,7.2243000
HD 22532 b,1.190,2.12000,1.540000,0.030000,,,G8 III/IV,161.1830000,8.7280000,7.8500000,6.2310000,5.7650000,5.6710000,5.6300000,5.5060000,5.6290000,5.5640000,7.6043000,7.0457000
HD 22781 b,1.100,13.65000,12.800000,0.819100,,,K1,32.6034000,9.6270000,8.7800000,7.1490000,6.6860000,6.6070000,6.5700000,6.6060000,6.6030000,6.5830000,8.5244500,7.9707000
HD 22946 d,0.233,0.08360,10.800000,,546,,F7/F8V,62.7792000,8.7920000,8.2700010,7.2500000,7.0400000,6.9810000,6.9130000,6.9310000,6.9520000,6.8270000,8.1281000,7.7570000
HD 23079 b,1.180,2.61000,1.980000,0.100000,,,F9.5 V,33.4591000,7.6340000,7.1200000,6.0300000,5.8140000,5.7050000,8.1630000,8.3490000,9.7630000,6.2550000,6.9623500,6.5652000
HD 23127 b,1.210,1.52700,1.080000,0.406000,,,G2 V,93.8555000,9.2570000,8.5800000,7.4230000,7.1820000,7.0870000,6.9170000,7.0590000,7.0530000,6.9900000,8.4201900,7.9830000
HD 231701 b,1.220,1.13000,0.768000,0.130000,,,F8 V,108.8770000,9.4870010,8.9700000,7.9520000,7.7190000,7.6570000,7.6040000,7.6550000,7.6450000,7.4380000,8.8305100,8.4582600
HD 233604 b,1.130,6.57500,5.610000,0.050000,,,K5,847.0580000,11.3320000,10.2910000,8.6600000,8.1310000,7.9790000,7.8970000,8.0140000,7.8880000,7.8190000,10.1054000,9.4989000
